Timeline,Start time,Duration,Row,Instance number,#0 LaBaron Philon,#15 Noah Williamson,#22 Aiden Sherrell,#31 Jack Fagan,#32 Jacob Martin,#34 Collins Onyejiaka,#4 Davion Hannah,#5 Amari Allen,#6 London Jemison,#7 Taylor Bol Bowen,#95 Houston Mallette,2FG (Defenders),2FG (Dribble),2FG (Feet),2FG (Hands),2FG (PA),2FG (RA),2FG (Type),2FG Scheme (Attack),2FG Scheme (Drive),2FG Scheme (Pass),3FG (Balance),3FG (Contest),3FG (Footwork),3FG (Line),3FG (Move),3FG (Pocket),3FG (Shrink),3FG (Type),3FG Scheme (Attack),3FG Scheme (Drive),3FG Scheme (Pass),ACTION,ATO Plays,Assist (Defenders),Assist (Feet),Assist (Hand),Assist (Jump),Assist (Paint),Assist Type,COVERAGE,DEFENSIVE LABELS,FT BELOW,GAME,GAME SPLITS,OPP STATS,PAINT TOUCHES,PLAYCALL,PLAYER POSSESSIONS,POSITION,POSSESSION START,POSSESSION TYPE,SERIES,SHOT CLOCK,SHOT CLOCK PT,Shot Location,Shot Possession Type,TEAM,TO (Defenders),TO (Feet),TO (Hand),TO (Jump),TO (Paint),TO LB/DB,TO Scheme,TO Scheme (Attack),TO Scheme (Drive),TO Scheme (Non-Pass),TO Scheme (Pass),TO Type,Ungrouped,Notes,Flags
25_11_03 ALABAMA VS NORTH DAKOTA,806.6294426,9,#95 Houston Mallette,4,,,,,,,,,,,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","16:00 - 12:00, 1st Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,814.937405,7,#95 Houston Mallette,5,,,,,,,,,,,3FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,868.8607919,7,#95 Houston Mallette,6,,,,,,,,,,,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1435.482272,7,#95 Houston Mallette,7,,,,,,,,,,,"Fouled, 3FGF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1580.886965,9,#95 Houston Mallette,8,,,,,,,,,,,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","1st Half, 12:00 - 8:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1584.476999,7,#95 Houston Mallette,9,,,,,,,,,,,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1585.281054,9,#95 Houston Mallette,10,,,,,,,,,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","1st Half, 12:00 - 8:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1634.943276,7,#95 Houston Mallette,11,,,,,,,,,,,Pot. Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1846.27153,9,#95 Houston Mallette,12,,,,,,,,,,,Off Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","1st Half, 8:00 - 4:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2570.974709,9,#95 Houston Mallette,13,,,,,,,,,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","4:00 - 0:00, 1st Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2617.440091,7,#95 Houston Mallette,14,,,,,,,,,,,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3902.84987,9,#95 Houston Mallette,15,,,,,,,,,,,Off Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","20:00 - 16:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3903.050535,7,#95 Houston Mallette,16,,,,,,,,,,,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3992.377302,7,#95 Houston Mallette,17,,,,,,,,,,,Pot. Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4047.748833,9,#95 Houston Mallette,18,,,,,,,,,,,Off Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","20:00 - 16:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4568.054725,9,#95 Houston Mallette,19,,,,,,,,,,,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","16:00 - 12:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4586.294596,7,#95 Houston Mallette,20,,,,,,,,,,,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5017.806579,7,#95 Houston Mallette,21,,,,,,,,,,,Pot. Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5454.608907,7,#95 Houston Mallette,22,,,,,,,,,,,Pot. Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5514.492819,7,#95 Houston Mallette,23,,,,,,,,,,,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5528.619312,9,#95 Houston Mallette,24,,,,,,,,,,,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","12:00 - 8:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5548.168776,7,#95 Houston Mallette,25,,,,,,,,,,,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6089.764837,7,#95 Houston Mallette,26,,,,,,,,,,,3FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6221.79406,7,#95 Houston Mallette,27,,,,,,,,,,,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6575.513788,7,#95 Houston Mallette,28,,,,,,,,,,,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6647.816108,7,#95 Houston Mallette,29,,,,,,,,,,,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6790.698799,7,#95 Houston Mallette,30,,,,,,,,,,,Pot. Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6996.238528,9,#95 Houston Mallette,31,,,,,,,,,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","2nd Half, 4:00 - 0:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6997.524331,7,#95 Houston Mallette,32,,,,,,,,,,,Fouled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,400.5711154,7,#6 London Jemison,1,,,,,,,,,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,481.5806334,7,#6 London Jemison,2,,,,,,,,,3FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,548.7571032,7,#6 London Jemison,3,,,,,,,,,Pot. Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,582.6024695,9,#6 London Jemison,4,,,,,,,,,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","1st Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,589.1795547,7,#6 London Jemison,5,,,,,,,,,"ATRF, Fouled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,837.1182031,9,#6 London Jemison,6,,,,,,,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","1st Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,868.8607919,7,#6 London Jemison,7,,,,,,,,,Pot. Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1524.688839,7,#6 London Jemison,8,,,,,,,,,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1524.793168,9,#6 London Jemison,9,,,,,,,,,Reb Tip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","12:00 - 8:00, 1st Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1600.664241,7,#6 London Jemison,10,,,,,,,,,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1634.943276,7,#6 London Jemison,11,,,,,,,,,2FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1635.023801,9,#6 London Jemison,12,,,,,,,,,Reb Tip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","12:00 - 8:00, 1st Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1651.797782,9,#6 London Jemison,13,,,,,,,,,Floor Dive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","12:00 - 8:00, 1st Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2524.338551,7,#6 London Jemison,14,,,,,,,,,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2605.462235,9,#6 London Jemison,15,,,,,,,,,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","4:00 - 0:00, 1st Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3992.757247,9,#6 London Jemison,16,,,,,,,,,Off Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","20:00 - 16:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,3994.851022,7,#6 London Jemison,17,,,,,,,,,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4008.547055,9,#6 London Jemison,18,,,,,,,,,Deflection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","20:00 - 16:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4014.513335,7,#6 London Jemison,19,,,,,,,,,"ATRF, Fouled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4014.513335,7,#6 London Jemison,20,,,,,,,,,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4269.74811,9,#6 London Jemison,21,,,,,,,,,Reb Tip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","20:00 - 16:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4371.09641,9,#6 London Jemison,22,,,,,,,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","20:00 - 16:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4382.720341,7,#6 London Jemison,23,,,,,,,,,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4395.163759,7,#6 London Jemison,24,,,,,,,,,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4667.738867,7,#6 London Jemison,25,,,,,,,,,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5004.6841,9,#6 London Jemison,26,,,,,,,,,Deflection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","16:00 - 12:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5005.236668,9,#6 London Jemison,27,,,,,,,,,LB / Steal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","16:00 - 12:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5017.806579,7,#6 London Jemison,28,,,,,,,,,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5825.363016,7,#6 London Jemison,29,,,,,,,,,"ATRF, Fouled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5939.244952,7,#6 London Jemison,30,,,,,,,,,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6162.53798,7,#6 London Jemison,31,,,,,,,,,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,538.4071857,9,#4 Davion Hannah,1,,,,,,,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","20:00 - 16:00, 1st Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,804.1885366,9,#4 Davion Hannah,2,,,,,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","16:00 - 12:00, 1st Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,983.8228225,7,#4 Davion Hannah,3,,,,,,,Pot. Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1029.566216,9,#4 Davion Hannah,4,,,,,,,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","16:00 - 12:00, 1st Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1119.317105,9,#4 Davion Hannah,5,,,,,,,Deflection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","16:00 - 12:00, 1st Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1130.809733,7,#4 Davion Hannah,6,,,,,,,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1144.361473,9,#4 Davion Hannah,7,,,,,,,Def Reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","16:00 - 12:00, 1st Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1152.7454,7,#4 Davion Hannah,8,,,,,,,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1232.56199,7,#4 Davion Hannah,9,,,,,,,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,1845.910456,7,#4 Davion Hannah,10,,,,,,,Pot. Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2181.777566,9,#4 Davion Hannah,11,,,,,,,Deflection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","1st Half, 8:00 - 4:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2239.025291,7,#4 Davion Hannah,12,,,,,,,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,2723.730355,7,#4 Davion Hannah,13,,,,,,,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4269.74811,9,#4 Davion Hannah,14,,,,,,,Reb Tip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","2nd Half, 20:00 - 16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4313.865345,7,#4 Davion Hannah,15,,,,,,,2FG+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4618.779696,9,#4 Davion Hannah,16,,,,,,,Deflection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","2nd Half, 16:00 - 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4630.313241,7,#4 Davion Hannah,17,,,,,,,Fouled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,4720.125545,7,#4 Davion Hannah,18,,,,,,,Fouled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5324.831185,9,#4 Davion Hannah,19,,,,,,,LB / Steal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","12:00 - 8:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5382.1089,7,#4 Davion Hannah,20,,,,,,,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,Foul,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5454.608907,7,#4 Davion Hannah,21,,,,,,,ATR-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5462.427662,9,#4 Davion Hannah,22,,,,,,,Deflection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","12:00 - 8:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5464.300287,9,#4 Davion Hannah,23,,,,,,,Floor Dive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","12:00 - 8:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5548.168776,7,#4 Davion Hannah,24,,,,,,,Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5584.777926,7,#4 Davion Hannah,25,,,,,,,3FG-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5825.332151,7,#4 Davion Hannah,26,,,,,,,Pot. Assist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5915.131245,9,#4 Davion Hannah,27,,,,,,,Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","8:00 - 4:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5985.43077,9,#4 Davion Hannah,28,,,,,,,Deflection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","8:00 - 4:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5985.859097,9,#4 Davion Hannah,29,,,,,,,LB / Steal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","8:00 - 4:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,5993.639598,7,#4 Davion Hannah,30,,,,,,,ATR+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6028.941207,7,#4 Davion Hannah,31,,,,,,,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6486.878647,9,#4 Davion Hannah,32,,,,,,,Deflection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","4:00 - 0:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_03 ALABAMA VS NORTH DAKOTA,6487.90602,9,#4 Davion Hannah,33,,,,,,,Floor Dive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs North Dakota","4:00 - 0:00, 2nd Half",,,,,,,,,,,,,,,,,,,,,,,,,,,,
